     247     127
     -31.1203      31.1203      3.11203      33.1950
      3.71650      3.68056      3.64492      3.60958      3.57452      3.53976
      3.50529      3.47112      3.43724      3.40365      3.37036      3.33736
      3.30465      3.27224      3.24012      3.20829      3.17676      3.14552
      3.11457      3.08392      3.05356      3.02349      2.99371      2.96423
      2.93505      2.90615      2.87755      2.84925      2.82123      2.79351
      2.76608      2.73895      2.71211      2.68556      2.65931      2.63335
      2.60768      2.58231      2.55723      2.53244      2.50795      2.48375
      2.45984      2.43623      2.41291      2.38988      2.36715      2.34471
      2.32256      2.30071      2.27915      2.25788      2.23690      2.21622
      2.19584      2.17574      2.15594      2.13644      2.11722      2.09830
      2.07968      2.06134      2.04330      2.02555      2.00810      1.99094
      1.97407      1.95750      1.94122      1.92523      1.90954      1.89414
      1.87903      1.86422      1.84970      1.83547      1.82154      1.80790
      1.79455      1.78150      1.76874      1.75627      1.74410      1.73222
      1.72063      1.70934      1.69834      1.68763      1.67722      1.66710
      1.65727      1.64774      1.63850      1.62955      1.62090      1.61254
      1.60447      1.59670      1.58922      1.58203      1.57514      1.56854
      1.56223      1.55622      1.55050      1.54507      1.53993      1.53509
      1.53055      1.52629      1.52233      1.51867      1.51529      1.51221
      1.50943      1.50693      1.50473      1.50283      1.50121      1.49989
      1.49887      1.49813      1.49769      1.49755      1.49769      1.49813
      1.49887      1.49989      1.50121      1.50283      1.50473      1.50693
      1.50943      1.51221      1.51529      1.51867      1.52233      1.52629
      1.53055      1.53509      1.53993      1.54507      1.55050      1.55622
      1.56223      1.56854      1.57514      1.58203      1.58922      1.59670
      1.60447      1.61254      1.62090      1.62955      1.63850      1.64774
      1.65727      1.66710      1.67722      1.68763      1.69834      1.70934
      1.72063      1.73222      1.74410      1.75627      1.76874      1.78150
      1.79455      1.80790      1.82154      1.83547      1.84970      1.86422
      1.87903      1.89414      1.90954      1.92523      1.94122      1.95750
      1.97407      1.99094      2.00810      2.02555      2.04330      2.06134
      2.07968      2.09830      2.11722      2.13644      2.15594      2.17574
      2.19584      2.21622      2.23690      2.25788      2.27914      2.30071
      2.32256      2.34471      2.36715      2.38988      2.41291      2.43623
      2.45984      2.48375      2.50795      2.53244      2.55723      2.58231
      2.60768      2.63335      2.65931      2.68556      2.71211      2.73895
      2.76609      2.79351      2.82123      2.84925      2.87755      2.90615
      2.93505      2.96423      2.99371      3.02349      3.05356      3.08392
      3.11457      3.14552      3.17676      3.20829      3.24012      3.27224
      3.30465      3.33736      3.37036      3.40365      3.43724      3.47112
      3.50529      3.53976      3.57452      3.60958      3.64492      3.68056
      3.71650
      79.7773      79.0401      78.3029      77.5657      76.8286      76.0914
      75.5050      74.9218      74.3386      73.7553      73.1721      72.7678
      72.3712      71.9745      71.5778      71.1812      70.9330      70.6945
      70.4560      70.2175      69.9789      69.8559      69.7430      69.6302
      69.5174      69.4046      69.3795      69.3644      69.3493      69.3343
      69.3192      69.3684      69.4267      69.4850      69.5432      69.6015
      69.7027      69.8111      69.9195      70.0279      70.1363      70.2664
      70.4008      70.5352      70.6697      70.8041      70.9370      71.0696
      71.2021      71.3347      71.4673      71.5673      71.6590      71.7507
      71.8423      71.9340      71.9483      71.9401      71.9320      71.9238
      71.9157      71.7778      71.5978      71.4179      71.2379      71.0579
      70.7060      70.2920      69.8779      69.4639      69.0499      68.4470
      67.7686      67.0902      66.4118      65.7335      64.8818      63.9537
      63.0256      62.0974      61.1693      60.1120      58.9920      57.8719
      56.7519      55.6319      54.4426      53.2165      51.9904      50.7643
      49.5382      48.3045      47.0664      45.8283      44.5903      43.3522
      42.1602      40.9975      39.8349      38.6721      37.5095      36.4347
      35.4206      34.4064      33.3923      32.3782      31.4816      30.6731
      29.8647      29.0563      28.2478      27.5756      27.0144      26.4531
      25.8919      25.3307      24.9149      24.6277      24.3405      24.0533
      23.7662      23.6255      23.6255      23.6255      23.6255      23.6255
      23.7662      24.0533      24.3405      24.6277      24.9149      25.3307
      25.8919      26.4531      27.0144      27.5756      28.2478      29.0563
      29.8647      30.6732      31.4816      32.3782      33.3923      34.4064
      35.4206      36.4347      37.5095      38.6722      39.8349      40.9975
      42.1602      43.3522      44.5903      45.8284      47.0664      48.3045
      49.5382      50.7643      51.9904      53.2165      54.4426      55.6319
      56.7519      57.8719      58.9920      60.1120      61.1693      62.0974
      63.0256      63.9537      64.8818      65.7335      66.4118      67.0902
      67.7686      68.4470      69.0499      69.4639      69.8779      70.2920
      70.7060      71.0579      71.2379      71.4179      71.5978      71.7778
      71.9157      71.9238      71.9320      71.9401      71.9483      71.9340
      71.8423      71.7507      71.6590      71.5673      71.4673      71.3347
      71.2021      71.0696      70.9370      70.8041      70.6697      70.5352
      70.4008      70.2664      70.1363      70.0279      69.9195      69.8111
      69.7027      69.6015      69.5432      69.4850      69.4267      69.3684
      69.3192      69.3343      69.3493      69.3644      69.3795      69.4046
      69.5174      69.6302      69.7430      69.8559      69.9789      70.2175
      70.4560      70.6945      70.9330      71.1812      71.5778      71.9745
      72.3712      72.7678      73.1721      73.7553      74.3386      74.9218
      75.5050      76.0914      76.8286      77.5657      78.3029      79.0401
      79.7773
      3.71650      3.64001      3.56353      3.48958      3.41902      3.34847
      3.24561      3.13737      3.02734      2.91279      2.79825      2.67653
      2.55193      2.42579      2.29039      2.15498      2.01411      1.86915
      1.72419      1.57181      1.41943      1.26500      1.10783     0.950670
     0.792012     0.633105     0.474692     0.317516     0.160339   0.00724154
    -0.144225    -0.294224    -0.435422    -0.576621    -0.708977    -0.834703
    -0.960429     -1.06480     -1.16916     -1.26156     -1.33801     -1.41446
     -1.46082     -1.50218     -1.53132     -1.52996     -1.52859     -1.49111
     -1.43919     -1.37893     -1.26870     -1.15847     -1.01076    -0.834937
    -0.659116    -0.411243    -0.163370     0.117674     0.442942     0.768211
      1.16330      1.57002      2.00081      2.49174      2.98267      3.53489
      4.11162      4.70071      5.36393      6.02715      6.73986      7.48969
      8.23952      9.07590      9.91227      10.7858      11.7087      12.6317
      13.6294      14.6395      15.6749      16.7734      17.8719      19.0351
      20.2242      21.4267      22.7098      23.9928      25.3323      26.7141
      28.0959      29.5828      31.0697      32.6051      34.2051      35.8052
      37.5108      39.2339      40.9954      42.8526      44.7098      46.6701
      48.6716      50.6942      52.8433      54.9924      57.2149      59.4924
      61.7700      64.0982      66.4263      68.6910      70.8710      73.0509
      74.8118      76.5028      77.9740      78.8954      79.8169      80.2461
      80.4783      80.6590      80.5303      80.4015      80.2199      79.9986
      79.7773
      3.71650      3.64001      3.56353      3.48958      3.41902      3.34847
      3.24561      3.13737      3.02734      2.91279      2.79825      2.67653
      2.55193      2.42579      2.29039      2.15498      2.01411      1.86915
      1.72419      1.57181      1.41943      1.26500      1.10783     0.950670
     0.792012     0.633105     0.474692     0.317516     0.160339   0.00724154
    -0.144225    -0.294224    -0.435422    -0.576621    -0.708977    -0.834703
    -0.960429     -1.06480     -1.16916     -1.26156     -1.33801     -1.41446
     -1.46082     -1.50218     -1.53132     -1.52996     -1.52859     -1.49111
     -1.43919     -1.37893     -1.26870     -1.15847     -1.01076    -0.834937
    -0.659116    -0.411243    -0.163370     0.117674     0.442942     0.768211
      1.16330      1.57002      2.00081      2.49174      2.98267      3.53489
      4.11162      4.70071      5.36393      6.02715      6.73986      7.48969
      8.23952      9.07590      9.91227      10.7858      11.7087      12.6317
      13.6294      14.6395      15.6749      16.7734      17.8719      19.0351
      20.2242      21.4267      22.7098      23.9928      25.3323      26.7141
      28.0959      29.5828      31.0697      32.6051      34.2051      35.8052
      37.5108      39.2339      40.9954      42.8526      44.7098      46.6701
      48.6716      50.6942      52.8433      54.9924      57.2149      59.4924
      61.7700      64.0982      66.4263      68.6910      70.8710      73.0509
      74.8118      76.5028      77.9740      78.8954      79.8169      80.2461
      80.4783      80.6590      80.5303      80.4015      80.2199      79.9986
      79.7773
