 120  60
  -3.110E+01  -3.058E+01  -3.005E+01  -2.953E+01  -2.901E+01
  -2.849E+01  -2.796E+01  -2.744E+01  -2.692E+01  -2.640E+01
  -2.587E+01  -2.535E+01  -2.483E+01  -2.431E+01  -2.378E+01
  -2.326E+01  -2.274E+01  -2.221E+01  -2.169E+01  -2.117E+01
  -2.065E+01  -2.012E+01  -1.960E+01  -1.908E+01  -1.856E+01
  -1.803E+01  -1.751E+01  -1.699E+01  -1.646E+01  -1.594E+01
  -1.542E+01  -1.490E+01  -1.437E+01  -1.385E+01  -1.333E+01
  -1.281E+01  -1.228E+01  -1.176E+01  -1.124E+01  -1.072E+01
  -1.019E+01  -9.670E+00  -9.147E+00  -8.624E+00  -8.102E+00
  -7.579E+00  -7.056E+00  -6.534E+00  -6.011E+00  -5.488E+00
  -4.966E+00  -4.443E+00  -3.920E+00  -3.397E+00  -2.875E+00
  -2.352E+00  -1.829E+00  -1.307E+00  -7.840E-01  -2.613E-01
   2.613E-01   7.840E-01   1.307E+00   1.829E+00   2.352E+00
   2.875E+00   3.397E+00   3.920E+00   4.443E+00   4.966E+00
   5.488E+00   6.011E+00   6.534E+00   7.056E+00   7.579E+00
   8.102E+00   8.624E+00   9.147E+00   9.670E+00   1.019E+01
   1.072E+01   1.124E+01   1.176E+01   1.228E+01   1.281E+01
   1.333E+01   1.385E+01   1.437E+01   1.490E+01   1.542E+01
   1.594E+01   1.646E+01   1.699E+01   1.751E+01   1.803E+01
   1.856E+01   1.908E+01   1.960E+01   2.012E+01   2.065E+01
   2.117E+01   2.169E+01   2.221E+01   2.274E+01   2.326E+01
   2.378E+01   2.431E+01   2.483E+01   2.535E+01   2.587E+01
   2.640E+01   2.692E+01   2.744E+01   2.796E+01   2.849E+01
   2.901E+01   2.953E+01   3.005E+01   3.058E+01   3.110E+01
   3.500E+00   3.985E+00   4.469E+00   4.954E+00   5.439E+00
   5.924E+00   6.408E+00   6.893E+00   7.378E+00   7.863E+00
   8.347E+00   8.832E+00   9.317E+00   9.802E+00   1.029E+01
   1.077E+01   1.126E+01   1.174E+01   1.223E+01   1.271E+01
   1.319E+01   1.368E+01   1.416E+01   1.465E+01   1.513E+01
   1.562E+01   1.610E+01   1.659E+01   1.707E+01   1.756E+01
   1.804E+01   1.853E+01   1.901E+01   1.950E+01   1.998E+01
   2.047E+01   2.095E+01   2.144E+01   2.192E+01   2.241E+01
   2.289E+01   2.337E+01   2.386E+01   2.434E+01   2.483E+01
   2.531E+01   2.580E+01   2.628E+01   2.677E+01   2.725E+01
   2.774E+01   2.822E+01   2.871E+01   2.919E+01   2.968E+01
   3.016E+01   3.065E+01   3.113E+01   3.162E+01   3.210E+01
   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00
   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00
   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00
   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00
   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00
   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00
   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00
   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00
   0.000E+00   0.000E+00   0.000E+00   0.000E+00  -4.310E-21
  -9.272E-20  -4.994E-20   1.106E-19   5.281E-19   1.465E-18
   3.082E-18   5.776E-18   1.086E-17   1.732E-17   2.536E-17
   3.428E-17   4.362E-17   5.251E-17   5.898E-17   6.248E-17
   6.248E-17   5.898E-17   5.251E-17   4.362E-17   3.428E-17
   2.536E-17   1.732E-17   1.086E-17   5.776E-18   3.082E-18
   1.465E-18   5.281E-19   1.106E-19  -4.994E-20  -9.272E-20
  -4.310E-21   0.000E+00   0.000E+00   0.000E+00   0.000E+00
   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00
   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00
   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00
   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00
   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00
   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00
   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00
   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00
   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00
   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00
   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00
   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00
   0.000E+00   0.000E+00  -1.092E-21  -4.716E-20   2.884E-19
   5.370E-19   2.394E-18   1.029E-17   3.529E-17   1.060E-16
   2.868E-16   7.088E-16   1.622E-15   3.478E-15   7.036E-15
   1.351E-14   2.472E-14  -3.744E-10  -3.090E-09  -1.071E-08
  -2.592E-08  -5.141E-08  -8.967E-08  -1.429E-07  -2.127E-07
  -3.001E-07  -4.052E-07  -5.274E-07  -6.650E-07  -8.154E-07
  -9.752E-07  -1.140E-06  -1.305E-06  -1.466E-06  -1.616E-06
  -1.750E-06  -1.865E-06  -1.954E-06  -2.016E-06  -2.048E-06
  -2.048E-06  -2.016E-06  -1.954E-06  -1.865E-06  -1.750E-06
  -1.616E-06  -1.466E-06  -1.305E-06  -1.140E-06  -9.752E-07
  -8.154E-07  -6.650E-07  -5.274E-07  -4.052E-07  -3.001E-07
  -2.127E-07  -1.429E-07  -8.967E-08  -5.141E-08  -2.592E-08
  -1.071E-08  -3.090E-09  -3.744E-10   2.472E-14   1.351E-14
   7.036E-15   3.478E-15   1.622E-15   7.088E-16   2.868E-16
   1.060E-16   3.529E-17   1.029E-17   2.394E-18   5.370E-19
   2.884E-19  -4.716E-20  -1.092E-21   0.000E+00   0.000E+00
   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00
   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00
   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00
   0.000E+00   0.000E+00   0.000E+00   0.000E+00   0.000E+00
   0.000E+00  -1.958E-23  -3.372E-21  -8.767E-21  -2.444E-20
   5.153E-21   6.327E-20   1.207E-18   8.391E-19   2.289E-18
   6.725E-18   1.639E-17   3.847E-17   8.466E-17   1.817E-16
