 equilibrium
 120  60
   -31.10000   -30.57731   -30.05462   -29.53193   -29.00924
   -28.48655   -27.96387   -27.44118   -26.91849   -26.39580
   -25.87311   -25.35042   -24.82773   -24.30504   -23.78235
   -23.25966   -22.73697   -22.21429   -21.69160   -21.16891
   -20.64622   -20.12353   -19.60084   -19.07815   -18.55546
   -18.03277   -17.51008   -16.98739   -16.46471   -15.94202
   -15.41933   -14.89664   -14.37395   -13.85126   -13.32857
   -12.80588   -12.28319   -11.76050   -11.23782   -10.71513
   -10.19244    -9.66975    -9.14706    -8.62437    -8.10168
    -7.57899    -7.05630    -6.53361    -6.01092    -5.48824
    -4.96555    -4.44286    -3.92017    -3.39748    -2.87479
    -2.35210    -1.82941    -1.30672    -0.78403    -0.26134
     0.26134     0.78403     1.30672     1.82941     2.35210
     2.87479     3.39748     3.92017     4.44286     4.96555
     5.48824     6.01092     6.53361     7.05630     7.57899
     8.10168     8.62437     9.14706     9.66975    10.19244
    10.71513    11.23782    11.76050    12.28319    12.80588
    13.32857    13.85126    14.37395    14.89664    15.41933
    15.94202    16.46471    16.98739    17.51008    18.03277
    18.55546    19.07815    19.60084    20.12353    20.64622
    21.16891    21.69160    22.21429    22.73697    23.25966
    23.78235    24.30504    24.82773    25.35042    25.87311
    26.39580    26.91849    27.44118    27.96387    28.48655
    29.00924    29.53193    30.05462    30.57731    31.10000
     3.50000     3.98475     4.46949     4.95424     5.43898
     5.92373     6.40847     6.89322     7.37797     7.86271
     8.34746     8.83220     9.31695     9.80169    10.28644
    10.77119    11.25593    11.74068    12.22542    12.71017
    13.19492    13.67966    14.16441    14.64915    15.13390
    15.61864    16.10339    16.58814    17.07288    17.55763
    18.04237    18.52712    19.01186    19.49661    19.98136
    20.46610    20.95085    21.43559    21.92034    22.40508
    22.88983    23.37458    23.85932    24.34407    24.82881
    25.31356    25.79831    26.28305    26.76780    27.25254
    27.73729    28.22203    28.70678    29.19153    29.67627
    30.16102    30.64576    31.13051    31.61525    32.10000
     3.30038     3.24005     3.17881     3.11666     3.05356
     2.98949     2.92443     2.85833     2.79118     2.72297
     2.65366     2.58325     2.51173     2.43908     2.36530
     2.29037     2.21429     2.13707     2.05869     1.97917
     1.89852     1.81674     1.73387     1.64993     1.56497
     1.47903     1.39217     1.30448     1.21603     1.12693
     1.03729     0.94726     0.85699     0.76665     0.67642
     0.58651     0.49715     0.40856     0.32101     0.23475
     0.15007     0.06723    -0.01345    -0.09169    -0.16719
    -0.23966    -0.30882    -0.37437    -0.43604    -0.49356
    -0.54669    -0.59521    -0.63889    -0.67755    -0.71101
    -0.73912    -0.76177    -0.77884    -0.79026    -0.79599
    -0.79599    -0.79026    -0.77884    -0.76177    -0.73912
    -0.71101    -0.67755    -0.63889    -0.59521    -0.54669
    -0.49356    -0.43604    -0.37437    -0.30882    -0.23966
    -0.16719    -0.09169    -0.01345     0.06723     0.15007
     0.23475     0.32101     0.40856     0.49715     0.58651
     0.67642     0.76665     0.85699     0.94726     1.03729
     1.12693     1.21603     1.30448     1.39217     1.47903
     1.56497     1.64993     1.73387     1.81674     1.89852
     1.97917     2.05869     2.13707     2.21429     2.29037
     2.36530     2.43908     2.51173     2.58325     2.65366
     2.72297     2.79118     2.85833     2.92443     2.98949
     3.05356     3.11666     3.17881     3.24005     3.30038
     3.13164     3.07633     3.01923     2.96004     2.89860
     2.83486     2.76877     2.70028     2.62936     2.55598
     2.48009     2.40169     2.32076     2.23726     2.15121
     2.06256     1.97133     1.87749     1.78106     1.68205
     1.58046     1.47632     1.36966     1.26054     1.14902
     1.03518     0.91910     0.80092     0.68077     0.55883
     0.43527     0.31032     0.18424     0.05729    -0.07022
    -0.19796    -0.32557    -0.45266    -0.57881    -0.70360
    -0.82658    -0.94730    -1.06526    -1.18000    -1.29102
    -1.39786    -1.50003    -1.59709    -1.68856    -1.77404
    -1.85312    -1.92542    -1.99059    -2.04832    -2.09834
    -2.14040    -2.17430    -2.19986    -2.21698    -2.22555
    -2.22555    -2.21698    -2.19986    -2.17430    -2.14040
    -2.09834    -2.04832    -1.99059    -1.92542    -1.85312
    -1.77404    -1.68856    -1.59709    -1.50003    -1.39786
    -1.29102    -1.18000    -1.06526    -0.94730    -0.82658
    -0.70360    -0.57881    -0.45266    -0.32557    -0.19796
    -0.07022     0.05729     0.18424     0.31032     0.43527
     0.55883     0.68077     0.80092     0.91910     1.03518
     1.14902     1.26054     1.36966     1.47632     1.58046
     1.68205     1.78106     1.87749     1.97133     2.06257
     2.15121     2.23727     2.32076     2.40169     2.48010
     2.55598     2.62936     2.70028     2.76877     2.83486
     2.89860     2.96004     3.01923     3.07633     3.13164
     2.94176     2.89308     2.84091     2.78515     2.72564
     2.66232     2.59511     2.52396     2.44880     2.36959
     2.28630     2.19889     2.10734     2.01161     1.91169
     1.80756     1.69920     1.58661     1.46978     1.34872
     1.22347     1.09404     0.96047     0.82285     0.68126
     0.53581     0.38662     0.23389     0.07779    -0.08143
    -0.24350    -0.40811    -0.57488    -0.74344    -0.91335
    -1.08412    -1.25525    -1.42617    -1.59629    -1.76499
    -1.93164    -2.09555    -2.25604    -2.41242    -2.56399
    -2.71006    -2.84994    -2.98296    -3.10848    -3.22589
    -3.33460    -3.43406    -3.52379    -3.60331    -3.67225
    -3.73023    -3.77698    -3.81225    -3.83586    -3.84770
    -3.84770    -3.83586    -3.81225    -3.77698    -3.73023
    -3.67225    -3.60331    -3.52379    -3.43406    -3.33460
    -3.22589    -3.10848    -2.98296    -2.84994    -2.71006
    -2.56399    -2.41242    -2.25604    -2.09555    -1.93164
    -1.76499    -1.59629    -1.42617    -1.25524    -1.08412
    -0.91335    -0.74344    -0.57488    -0.40811    -0.24350
    -0.08143     0.07779     0.23389     0.38662     0.53581
     0.68126     0.82285     0.96047     1.09404     1.22347
     1.34872     1.46978     1.58661     1.69920     1.80756
     1.91169     2.01161     2.10734     2.19889     2.28630
     2.36959     2.44880     2.52396     2.59511     2.66232
     2.72564     2.78515     2.84091     2.89308     2.94176
     2.73310     2.69195     2.64544     2.59362     2.53635
     2.47356     2.40517     2.33109     2.25126     2.16560
     2.07409     1.97667     1.87331     1.76397     1.64862
     1.52725     1.39982     1.26632     1.12675     0.98112
     0.82947     0.67181     0.50820     0.33874     0.16355
    -0.01726    -0.20348    -0.39492    -0.59127    -0.79225
    -0.99748    -1.20657    -1.41901    -1.63431    -1.85187
    -2.07105    -2.29116    -2.51145    -2.73112    -2.94933
    -3.16521    -3.37787    -3.58636    -3.78976    -3.98712
    -4.17751    -4.35999    -4.53367    -4.69767    -4.85117
    -4.99337    -5.12354    -5.24102    -5.34518    -5.43550
    -5.51149    -5.57276    -5.61900    -5.64996    -5.66548
    -5.66548    -5.64996    -5.61900    -5.57276    -5.51149
    -5.43550    -5.34518    -5.24102    -5.12354    -4.99337
    -4.85117    -4.69767    -4.53367    -4.35999    -4.17751
    -3.98712    -3.78976    -3.58636    -3.37787    -3.16521
    -2.94933    -2.73112    -2.51145    -2.29116    -2.07105
    -1.85187    -1.63431    -1.41901    -1.20657    -0.99748
    -0.79225    -0.59127    -0.39492    -0.20348    -0.01726
     0.16355     0.33874     0.50820     0.67181     0.82947
     0.98112     1.12675     1.26632     1.39982     1.52725
     1.64863     1.76397     1.87331     1.97667     2.07409
     2.16560     2.25126     2.33109     2.40517     2.47356
     2.53635     2.59362     2.64544     2.69195     2.73310
     2.50796     2.47491     2.43467     2.38730     2.33260
     2.27048     2.20086     2.12362     2.03868     1.94597
     1.84543     1.73701     1.62066     1.49634     1.36401
     1.22364     1.07519     0.91865     0.75400     0.58127
     0.40047     0.21163     0.01482    -0.18984    -0.40222
    -0.62214    -0.84937    -1.08364    -1.32462    -1.57192
    -1.82510    -2.08362    -2.34688    -2.61421    -2.88487
    -3.15804    -3.43280    -3.70821    -3.98324    -4.25679
    -4.52775    -4.79495    -5.05719    -5.31324    -5.56190
    -5.80195    -6.03218    -6.25143    -6.45857    -6.65253
    -6.83229    -6.99690    -7.14549    -7.27728    -7.39156
    -7.48774    -7.56530    -7.62383    -7.66303    -7.68268
    -7.68268    -7.66303    -7.62383    -7.56530    -7.48774
    -7.39156    -7.27728    -7.14549    -6.99690    -6.83229
    -6.65253    -6.45857    -6.25143    -6.03218    -5.80195
    -5.56190    -5.31324    -5.05719    -4.79495    -4.52775
    -4.25679    -3.98323    -3.70821    -3.43280    -3.15804
    -2.88487    -2.61421    -2.34688    -2.08362    -1.82510
    -1.57192    -1.32462    -1.08364    -0.84937    -0.62214
    -0.40222    -0.18984     0.01482     0.21163     0.40047
     0.58127     0.75400     0.91865     1.07519     1.22365
     1.36401     1.49634     1.62066     1.73701     1.84543
     1.94597     2.03868     2.12362     2.20086     2.27048
     2.33260     2.38730     2.43467     2.47491     2.50796
     2.26824     2.24401     2.21072     2.16832     2.11654
     2.05527     1.98439     1.90377     1.81332     1.71295
     1.60261     1.48221     1.35171     1.21104     1.06019
     0.89909     0.72768     0.54596     0.35390     0.15152
    -0.06117    -0.28415    -0.51733    -0.76054    -1.01363
    -1.27643    -1.54868    -1.83003    -2.12010    -2.41842
    -2.72445    -3.03752    -3.35689    -3.68173    -4.01113
    -4.34406    -4.67938    -5.01592    -5.35237    -5.68737
    -6.01953    -6.34736    -6.66936    -6.98400    -7.28974
    -7.58507    -7.86847    -8.13847    -8.39365    -8.63268
    -8.85426    -9.05722    -9.24047    -9.40302    -9.54400
    -9.66266    -9.75836    -9.83058    -9.87894    -9.90318
    -9.90318    -9.87894    -9.83058    -9.75836    -9.66266
    -9.54400    -9.40302    -9.24047    -9.05722    -8.85426
    -8.63268    -8.39365    -8.13847    -7.86847    -7.58507
    -7.28974    -6.98400    -6.66936    -6.34736    -6.01953
    -5.68737    -5.35237    -5.01592    -4.67938    -4.34406
    -4.01113    -3.68173    -3.35689    -3.03752    -2.72445
    -2.41842    -2.12010    -1.83003    -1.54868    -1.27643
    -1.01363    -0.76054    -0.51733    -0.28415    -0.06117
     0.15152     0.35390     0.54596     0.72768     0.89909
     1.06019     1.21104     1.35171     1.48221     1.60261
     1.71296     1.81332     1.90377     1.98439     2.05527
     2.11654     2.16832     2.21072     2.24401     2.26824
     2.01587     2.00145     1.97589     1.93906     1.89060
     1.83037     1.75824     1.67404     1.57769     1.46909
     1.34815     1.21481     1.06901     0.91067     0.73975
     0.55619     0.35990     0.15089    -0.07090    -0.30548
    -0.55279    -0.81279    -1.08542    -1.37052    -1.66794
    -1.97747    -2.29881    -2.63157    -2.97531    -3.32945
    -3.69334    -4.06622    -4.44717    -4.83519    -5.22918
    -5.62788    -6.02992    -6.43384    -6.83807    -7.24093
    -7.64069    -8.03554    -8.42364    -8.80310    -9.17203
    -9.52856    -9.87082   -10.19702   -10.50541   -10.79434
   -11.06225   -11.30767   -11.52929   -11.72590   -11.89643
   -12.03997   -12.15573   -12.24310   -12.30161   -12.33094
   -12.33094   -12.30161   -12.24310   -12.15573   -12.03997
   -11.89643   -11.72590   -11.52929   -11.30767   -11.06225
   -10.79434   -10.50541   -10.19702    -9.87082    -9.52856
    -9.17203    -8.80310    -8.42364    -8.03554    -7.64069
    -7.24093    -6.83807    -6.43384    -6.02992    -5.62788
    -5.22918    -4.83519    -4.44717    -4.06622    -3.69334
    -3.32945    -2.97531    -2.63157    -2.29881    -1.97747
    -1.66794    -1.37052    -1.08542    -0.81279    -0.55278
    -0.30548    -0.07090     0.15089     0.35990     0.55619
     0.73975     0.91067     1.06901     1.21481     1.34815
     1.46909     1.57769     1.67404     1.75824     1.83037
     1.89060     1.93906     1.97589     2.00145     2.01587
